text	label
It was on a day in 1891 when Scottish inventor William K.L. Dickson surprised his boss, Thomas Alva Edison with his remarkable work in the development of motion pictures. After many experiments, Dickson was now able to capture scenes of real life with his camera, and reproduce them through his invention, the Kinetoscope, as if a fragment of time were preserved in celluloid. Soon, Dickson's Kinetoscope would become an enormous success as a new way of entertainment, with many people eager to pay the nickel that was charged to be able to watch people dancing, or acrobats performing stunts through the "peepshow" of the Kinetoscope. However, the invention wasn't complete, in order for it to capture on film the real life as we know it, sound was needed on the movies. So Dickson kept experimenting and this short experiment, Kinetophone's first film, was the result.<br /><br />In this experiment, codenamed simply as "Dickson Experimental Sound Film", director William K.L. Dickson stands in front of a recording cone for a wax cylinder (earliest method of recording sound), with his violin on hands, playing a song named "Song of the Cabin Boy". The idea was to record the song into the cylinder at the same time that the camera was recording his movements. In order to show that this was a motion picture, two of Edison's "Black Maria" laboratory decided to do a little dance in front of the camera. Unlike what author Vito Russo claimed in his book, "The Celluloid Closet", this little dance had nothing to do with homosexuality as it obviously is a reference to the environment of loneliness of the lab, akin to the lonely sailors to whom the "Song of the Cabin Boy" was dedicated to (the title Russo suggests, "The Gay Brothers", is actually anachronistic as "gay" had no homosexual connotation in the late 1890s).<br /><br />Sadly, Dickson was unable to achieve the desired effect, and the Kinetophone never could really produce the synchronized audio with images. While he had the cylinder with the sound and the celluloid with the images, the synchronization of the two elements was not exactly effective, and the sudden appearance of Auguste and Louis Lumière's Cinématographe prompted Edison's team to focus on projecting systems and eventually Dickson left the company. Fortunately, in 1998 Dickson's cylinder with the movie's sound was rebuilt and film editor Walter Murch made a restoration of the experiment as it was intended. Finally, "Dickson Experimental Sound Film" could be heard with synchronized sound, just as its creative inventor had intended. While it was not a successful attempt, this outstanding film is a testament of the enormous genius of the father of Kinetoscope. 8/10	pos
I honestly found Wicked Little Things to be a very cool and fun horror film.My friend had given this to me, and I really saw it as nothing but a crappy low class gory horror film.Then after I watched this I was wrong it was very cool and very good and while Ill say it seemed a bit unnecessary at times, and while it may not be the best horror film ever its still good.I thought the acting was very good especially from the girl who plays the mother(she seemed very believable and to me very likable).And while it is a little cliché'e and over the top its good.Overall I gotta say if the Afterdark Horror Fest films are not your style then you should have no business watching this, but if you like horror films, or a wicked little time than check out Wicked Little Things. 8.0 out of 10 stars	pos
Considering all of the comedies with a military situation that have been done in history, someone had to be the first. One could make a case that in Shoulder Arms, Charlie Chaplin invented the genre.<br /><br />Hard to believe that back then this was a daring move. When you consider that some of the best films involving such people as Bob Hope, Abbott&Costello, Laurel&Hardy involved military service and made during war time, it's just something you accept and laugh at.<br /><br />In the First World War Chaplin along with fellow stars Douglas Fairbanks and Mary Pickford went out on bond tours. He was a great supporter of the Allied cause, unusual for someone of his left wing views. It would seem only natural that the Tramp would be drafted and unfortunately would flummox around and wreak havoc on all.<br /><br />A lot of things you'd see in the service comedies of World War II got their start in Shoulder Arms. Chaplin had no more imitators because within a few weeks of the film's release, the war was over.<br /><br />But a comedy art form had been established by one of comedy's greatest geniuses.	pos
This is a pretty good documentary. I'm not a skateboarder, I don't particularly like skateboarding or skateboard culture. But somehow for about 2 hours this movie made me interested in the subject.<br /><br />I wouldn't call it the most intriguing film of all time, but for some reason when those guys were talking about how they started their skateboard clubs and were skating in those empty Southern California pools, I was interested.<br /><br />I should also add that the music in this film was pretty good too. I don't sit around yearning to hear more 70s rock bands, but it seemed appropriate for what they were talking about.	pos
It might be a stretch saying this as a die-hard Carlin fan, but the material, both written and as performed, in It's Bad for Ya is some of the best late-era material yet. At 70 Carlin bounces back from the level of despair (and some of the stumbles in the act itself) from Life is Worth Losing to a special that is firmly structured but loose and playful- or as much as the "old f***" can get- and is continuously, ceaselessly, funny. And funny as in reminiscent of what some of us had going on when watching Back in Town or 'Diseased' the first time. The material, even if sounding at times a tinge of the previously done (i.e. the whole bit on children in school and camp like the Children segment in Diseased), is always fresh and with such a sting of truth to everything that it scalds the mind while (here goes) tickling the funny bone.<br /><br />Going from the topic of death (how long to wait to scratch off a name from the book? six weeks, unless if on the computer scheduler), the facets of communication, looking down from Heaven, spots of God (naturally), kids, and just troublesome gestures involving hats in religion and if people really have "Rights" make up the bulk of the special, centered around the premise that what's bad for you, plain and simple, is BS. Total, complete BS, which as we also learn (or if you've really learned it you're like the kid waiting at the street corner for a week following dropped off not-quite randomly by the parent) holds the country together. Carlin isn't necessarily angry though, even if disdain seems to spout out at most turns, even just to observe how horrifying children's teeth coming in look. It's skepticism tinged with the feeling that everything is NOT going to be "fine".<br /><br />What it comes down to is this: Carlin is to dirty, witty, cautionary stand-up comedy what Yoda is to Jedis everywhere, which is a small spark of hope via crystal clear wisdom in a world where it's pretty damn hard to get any. At the least, we get classic GC - outrageous lines and bits from the man's 13th (or is it 14th) comedy special, including as far as an eyebrow-raising observation on people who play Mozart music during a birth!	pos
By the time it opened, "Heaven's Gate" had become, to its detriment, more a cultural phenomenon than a motion picture. At a time when concern about excessive budgets and directorial arrogance were growing, it was a convenient target, as it was a far-over-budget work by the latest "auteur" to hit Hollywood, who had not yet established the track record that would have given him the benefit of the doubt among critics and the industry alike. As someone pointed out at the time, no one was going to jump on Warren Beatty's even-more costly and dark "Reds," because Beatty was "one of us," while Michael Cimino had not achieved that status.<br /><br />But "Heaven's Gate" was also affected by a cultural change taking place at that time, the political move rightwards and toward a more unquestioning patriotism and enshrinement of the myth of the West (and the Western). A few years earlier, Cimino's demythologizing of the frontier might have seemed timely, fresh, and a necessary corrective. But by 1980, in the wake of the Reagan Revolution, it was thought of as nearly un-American.<br /><br />Which is a shame, because the film, seen from the vantage point of several decades away, is a fascinating and thought-provoking look at that particular time and place as a world where life was, in Hobbes's words, "nasty, brutish, and short." Kristofferson plays James Averill, an upper-class Easterner who, in search of adventure, becomes a sheriff in Wyoming, where he finds himself having to lead a resistance by the settlers and squatters against an attack by a mercenary death-squad hired by wealthy landowners, including Averill's lifelong best friend. In a more innocent time, Averill and his rag-tag "army" of poor farmers would emerge triumphant; but this is anything but a traditional Western, and when the U.S. Cavalry joins the fight here, it isn't on the side of the "good guys."<br /><br />Much like "The Deer Hunter," Cimino's previous film, "Heaven's Gate" spends a great deal of time building up the details of the lives of its principals, giving the film an at-times leisurely pace that nevertheless leads to a gripping conclusion. With excellent acting, a fine musical score, and the visual texture that makes one believe one is actually seeing the "Old West" through new eyes, "Heaven's Gate" is a film that rewards repeat viewings. I only wish that MGM would put out a new DVD, with an improved transfer and a commentary by Cimino. Nonetheless, the current version is satisfactory enough to let viewers see what critics in 1980, possibly blinded by the film's cultural subtexts, managed to miss...that "Heaven's Gate" is a great film.	pos
Buy this if you like rock, led zep or just want an amazing experience. world class! I love this band, and the dvd was even better than i had hoped for, believe me, if you took the time to read this thread, you need this dvd. period.	pos
*May Contain Spoilers*<br /><br />The first time I saw this movie was when it was re-released on video when I was around 8 years old. Now I am 17 and still watch it whenever I get a chance to. "The Aristocats" was a cute heart warming film that I immediately fell in love with. I loved the songs on it especially the one the kittens sing by the piano. In fact I even sang it in a talent show with my sister and friend since I loved it that much. All three kittens are so cute and their mother is one of the prettiest cartoon cats I ever saw. The Ally cat had a great voice!<br /><br />My favorite part of the movie is when the kittens are playing the piano. That part is adorable. I also enjoy their journey home. It's incredible. This is one of the best Disney films I ever saw and one of my favorites. Everyone should see it. I give this film 10/10 stars.	pos
Tom Fontana's unforgettable "Oz" is hands down one of the greatest television series ever created. Brilliantly written, acted, and directed it is as close to perfection in any art form (film, television, literature, music) as it gets. Haunting in it's extreme brutality it creates a prison world filled with diverse characters that range from compassionate to flat out terrifying. It is a show that no matter how brutal it is get through, one cannot take its eyes off of. The combination of professional trained theater actors with film and television actors allows for a range of diverse and all original performances.<br /><br />And while the show is universally praised and has/had a loyal fan base, one cannot feel that it was under-appreciated during it's television run because of other HBO dramas such as "The Sopranos", "Sex and The City", and "Six Feet Under". And while all those shows are fine and borderline masterpieces in their right, many people forget that it was "Oz" that was HBO's first entry into one-hour television drama series. It was a brave, risky first entry and with it HBO hit a grand slam with it. This is as good as it gets.	pos
I am a fan of Randolph Scott Westerns. While some of them are amazingly clichéd (as are most Westerns of this era), his easy delivery and style really elevate the films to classic and near-classic status. While this film features yet another example of real life Western heroes being exploited after their death by Hollywood (in this case, Bat Masterson), the film works well due to him as well as excellent supporting characters. One is the always strong acting of Robert Ryan--an excellent actor who is sadly almost forgotten today. The other is the ubiquitous Gabby Hayes who has one of his best roles as the crusty and very colorful deputy. Here he is more enjoyable than in his many supporting roles for Roy Rogers and John Wayne--mostly because his part is better written and he's given more to do.<br /><br />The plot is pretty much the plot of half the Westerns ever made. There are some baddies who hire a bunch of thugs to run roughshod over the locals and it's up to a do-gooder (Scott) to restore the peace and kill off the villains. However, how the plot is executed is much better than average and due to this the film is still watchable fun. Just don't expect a whole lot of innovation or uniqueness--unless you want to see what might just be Gabby Hayes' best performance.	pos
